cpf,hora,data,produto,preço,quantidade,pdv,operadora,operação,região,total
930.647.215-34,08:38,21/08/2022,Leite,12.3,8,16,Brenda,dinheiro,Minas Gerais,98.4
298.403.516-05,17:12,23/08/2022,Leite,12.3,6,2,Cecília,cartão_credito,Rio Grande do Sul,73.8
321.047.865-17,10:21,14/08/2022,Leite,12.3,9,3,Elisa,pix,Espírito Santo,110.7
753.429.806-74,11:12,27/08/2022,Leite,12.3,9,7,Cecília,cartão_credito,Minas Gerais,110.7
791.256.340-70,12:07,30/08/2022,Macarrão,22.6,10,19,Evelyn,cartão_credito,Espírito Santo,226.0
452.381.609-33,09:58,15/08/2022,Arroz,21.7,1,16,Pietra,dinheiro,Bahia,21.7
028.197.563-95,08:02,13/08/2022,Carne,37.0,2,16,Elisa,pix,Rio de Janeiro,74.0
795.610.324-06,20:24,26/08/2022,Óleo,18.4,8,20,Cecília,cartão_credito,Minas Gerais,147.2
932.180.476-50,18:42,28/08/2022,Arroz,21.7,4,18,Pietra,cartão_debito,Bahia,86.8
820.149.653-15,14:33,27/08/2022,Macarrão,22.6,2,2,Elisa,dinheiro,Rio Grande do Sul,45.2
321.045.789-14,22:27,17/08/2022,Açúcar,25.5,6,6,Evelyn,dinheiro,Bahia,153.0
295.143.786-28,09:13,28/08/2022,Óleo,18.4,5,6,Elisa,pix,Espírito Santo,92.0
743.291.086-31,08:22,14/08/2022,Açúcar,25.5,7,14,Cecília,dinheiro,Rio Grande do Sul,178.5
329.854.760-38,19:59,10/08/2022,Leite,12.3,3,1,Evelyn,cartão_credito,Rio Grande do Sul,36.9
962.351.780-77,08:06,22/08/2022,Carne,37.0,4,16,Julia,cartão_debito,Rio de Janeiro,148.0
475.639.102-80,17:23,12/08/2022,Macarrão,22.6,5,21,Pietra,dinheiro,São Paulo,113.0
629.580.731-30,09:14,19/08/2022,Açúcar,25.5,9,1,Pietra,cartão_credito,Minas Gerais,229.5
094.367.581-20,19:37,23/08/2022,Feijão,15.5,10,1,Julia,cartão_credito,Minas Gerais,155.0
097.516.842-85,14:48,24/08/2022,Óleo,18.4,4,13,Evelyn,cartão_credito,São Paulo,73.6
320.791.456-06,08:29,29/08/2022,Arroz,21.7,7,8,Pietra,pix,Rio Grande do Sul,151.9
702.589.631-40,21:09,09/08/2022,Macarrão,22.6,3,21,Julia,dinheiro,Minas Gerais,67.8
981.205.647-58,12:34,02/08/2022,Leite,12.3,10,19,Pietra,pix,Bahia,123.0
795.610.324-06,15:29,24/08/2022,Feijão,15.5,8,3,Evelyn,cartão_credito,Rio Grande do Sul,124.0
582.306.497-74,14:01,26/08/2022,Óleo,18.4,1,1,Evelyn,pix,Rio Grande do Sul,18.4
237.145.860-08,16:14,12/08/2022,Óleo,18.4,3,15,Elisa,cartão_credito,Rio Grande do Sul,55.2
169.548.703-66,11:32,22/08/2022,Leite,12.3,3,5,Brenda,pix,Bahia,36.9
248.736.901-96,12:51,25/08/2022,Leite,12.3,7,15,Brenda,cartão_credito,Bahia,86.1
268.907.541-58,11:48,24/08/2022,Óleo,18.4,10,13,Evelyn,dinheiro,São Paulo,184.0
508.641.932-89,13:51,04/08/2022,Óleo,18.4,10,16,Elisa,dinheiro,Bahia,184.0
721.956.340-06,20:03,23/08/2022,Arroz,21.7,7,4,Cecília,pix,Rio de Janeiro,151.9
869.035.421-24,22:05,19/08/2022,Arroz,21.7,1,2,Julia,cartão_credito,Bahia,21.7
294.510.637-06,12:10,15/08/2022,Carne,37.0,5,11,Pietra,cartão_debito,Minas Gerais,185.0
970.824.135-05,22:02,17/08/2022,Açúcar,25.5,8,18,Julia,dinheiro,Minas Gerais,204.0
058.324.916-70,17:43,25/08/2022,Carne,37.0,7,16,Elisa,dinheiro,Espírito Santo,259.0
023.641.597-25,22:36,11/08/2022,Feijão,15.5,6,14,Evelyn,dinheiro,São Paulo,93.0
609.472.153-52,15:23,23/08/2022,Carne,37.0,10,3,Pietra,cartão_debito,Bahia,370.0
730.456.129-70,09:01,03/08/2022,Carne,37.0,4,21,Pietra,cartão_credito,Bahia,148.0
147.608.253-71,11:55,03/08/2022,Leite,12.3,5,20,Pietra,cartão_credito,Minas Gerais,61.5
835.172.046-17,10:27,26/08/2022,Açúcar,25.5,2,2,Cecília,cartão_credito,Rio Grande do Sul,51.0
759.243.180-79,09:43,21/08/2022,Açúcar,25.5,5,16,Julia,pix,Rio de Janeiro,127.5
576.420.183-71,09:27,02/08/2022,Carne,37.0,6,5,Cecília,cartão_debito,Rio de Janeiro,222.0
471.698.502-49,16:28,19/08/2022,Macarrão,22.6,7,3,Julia,cartão_credito,Rio Grande do Sul,158.2
943.806.257-29,15:12,03/08/2022,Feijão,15.5,7,10,Julia,cartão_debito,Espírito Santo,108.5
028.197.563-95,18:47,15/08/2022,Açúcar,25.5,5,17,Brenda,cartão_debito,São Paulo,127.5
472.150.963-43,15:30,03/08/2022,Açúcar,25.5,8,4,Pietra,cartão_debito,Rio de Janeiro,204.0
810.396.425-51,12:26,27/08/2022,Feijão,15.5,5,21,Evelyn,cartão_credito,Rio de Janeiro,77.5
314.572.608-08,11:47,16/08/2022,Feijão,15.5,7,17,Evelyn,cartão_debito,Bahia,108.5
671.984.035-57,21:38,26/08/2022,Carne,37.0,7,1,Pietra,pix,São Paulo,259.0
823.619.754-91,19:49,06/08/2022,Carne,37.0,1,21,Pietra,pix,Rio Grande do Sul,37.0
965.147.023-25,15:10,03/08/2022,Macarrão,22.6,9,12,Brenda,pix,Espírito Santo,203.4
240.815.369-70,20:10,24/08/2022,Arroz,21.7,2,2,Evelyn,pix,Rio de Janeiro,43.4
314.950.268-33,10:29,04/08/2022,Óleo,18.4,5,12,Julia,cartão_credito,Minas Gerais,92.0
329.854.760-38,15:18,08/08/2022,Feijão,15.5,2,2,Cecília,pix,Minas Gerais,31.0
457.160.893-48,17:24,25/08/2022,Óleo,18.4,10,17,Cecília,cartão_debito,São Paulo,184.0
023.641.597-25,13:09,27/08/2022,Feijão,15.5,6,2,Elisa,cartão_credito,São Paulo,93.0
730.841.695-00,21:52,27/08/2022,Óleo,18.4,10,6,Evelyn,dinheiro,Rio de Janeiro,184.0
843.507.162-62,10:27,30/08/2022,Arroz,21.7,4,1,Cecília,cartão_credito,Bahia,86.8
589.702.136-86,15:59,02/08/2022,Leite,12.3,8,6,Pietra,cartão_debito,Bahia,98.4
290.813.765-86,16:41,05/08/2022,Leite,12.3,3,13,Julia,cartão_credito,Rio de Janeiro,36.9
247.651.083-17,10:07,09/08/2022,Açúcar,25.5,9,4,Evelyn,cartão_credito,Rio Grande do Sul,229.5
102.754.896-20,11:30,26/08/2022,Óleo,18.4,4,1,Evelyn,pix,Rio de Janeiro,73.6
230.187.549-05,19:20,29/08/2022,Leite,12.3,3,21,Evelyn,cartão_debito,São Paulo,36.9
614.830.295-06,14:55,02/08/2022,Açúcar,25.5,5,19,Julia,cartão_credito,Rio de Janeiro,127.5
481.963.720-78,13:30,27/08/2022,Óleo,18.4,8,11,Brenda,pix,São Paulo,147.2
123.740.596-34,08:04,03/08/2022,Carne,37.0,7,18,Brenda,cartão_debito,Rio Grande do Sul,259.0
627.859.430-74,19:44,30/08/2022,Leite,12.3,2,14,Julia,pix,Bahia,24.6
293.816.540-42,21:43,19/08/2022,Açúcar,25.5,7,6,Elisa,dinheiro,Rio Grande do Sul,178.5
721.048.935-50,11:55,21/08/2022,Carne,37.0,4,18,Julia,pix,Minas Gerais,148.0
576.420.183-71,08:33,13/08/2022,Óleo,18.4,2,7,Brenda,cartão_credito,Espírito Santo,36.8
237.198.546-55,10:16,24/08/2022,Carne,37.0,10,19,Elisa,cartão_credito,Espírito Santo,370.0
549.607.281-67,19:17,01/08/2022,Arroz,21.7,3,7,Cecília,cartão_credito,Espírito Santo,65.1
381.645.702-90,09:33,26/08/2022,Carne,37.0,2,14,Evelyn,dinheiro,Minas Gerais,74.0
507.328.694-47,16:13,29/08/2022,Açúcar,25.5,3,20,Julia,pix,Bahia,76.5
169.548.703-66,21:41,04/08/2022,Leite,12.3,8,8,Evelyn,cartão_debito,Minas Gerais,98.4
310.864.927-22,21:59,13/08/2022,Açúcar,25.5,7,3,Evelyn,cartão_debito,Espírito Santo,178.5
932.180.476-50,12:47,27/08/2022,Leite,12.3,9,9,Julia,cartão_credito,Minas Gerais,110.7
708.439.615-20,09:24,22/08/2022,Óleo,18.4,3,15,Cecília,dinheiro,Rio de Janeiro,55.2
430.621.975-52,16:51,22/08/2022,Feijão,15.5,1,10,Evelyn,pix,Rio Grande do Sul,15.5
123.596.487-64,12:39,04/08/2022,Feijão,15.5,8,18,Julia,cartão_debito,Rio de Janeiro,124.0
510.679.284-30,10:01,06/08/2022,Açúcar,25.5,4,21,Cecília,cartão_debito,Bahia,102.0
529.617.308-21,12:38,25/08/2022,Carne,37.0,8,7,Evelyn,pix,Espírito Santo,296.0
257.631.980-77,21:02,30/08/2022,Leite,12.3,4,18,Evelyn,cartão_credito,Minas Gerais,49.2
916.847.520-94,22:27,23/08/2022,Óleo,18.4,3,18,Elisa,pix,Bahia,55.2
150.643.872-53,11:32,14/08/2022,Macarrão,22.6,3,11,Pietra,pix,Rio de Janeiro,67.8
813.549.260-05,17:56,11/08/2022,Óleo,18.4,10,11,Cecília,dinheiro,Rio Grande do Sul,184.0
195.862.743-73,10:19,06/08/2022,Açúcar,25.5,4,6,Brenda,dinheiro,Bahia,102.0
589.702.136-86,16:16,04/08/2022,Feijão,15.5,1,7,Brenda,pix,Rio de Janeiro,15.5
721.048.935-50,17:09,01/08/2022,Óleo,18.4,10,9,Evelyn,cartão_debito,Minas Gerais,184.0
521.478.903-32,21:24,14/08/2022,Óleo,18.4,5,18,Elisa,pix,Rio Grande do Sul,92.0
890.453.627-83,21:16,04/08/2022,Feijão,15.5,3,12,Brenda,pix,São Paulo,46.5
075.382.941-04,18:35,11/08/2022,Feijão,15.5,5,9,Evelyn,pix,Espírito Santo,77.5
820.374.165-71,08:05,21/08/2022,Macarrão,22.6,8,15,Evelyn,dinheiro,Minas Gerais,180.8
914.250.386-89,16:56,20/08/2022,Arroz,21.7,2,16,Brenda,cartão_debito,Espírito Santo,43.4
239.160.754-70,15:36,16/08/2022,Feijão,15.5,2,12,Elisa,dinheiro,Rio de Janeiro,31.0
261.085.973-21,12:47,13/08/2022,Açúcar,25.5,8,13,Pietra,dinheiro,Bahia,204.0
023.751.984-41,13:13,30/08/2022,Carne,37.0,9,21,Evelyn,dinheiro,Rio de Janeiro,333.0
324.750.918-60,12:06,29/08/2022,Leite,12.3,4,10,Brenda,pix,São Paulo,49.2
586.793.214-19,15:20,05/08/2022,Óleo,18.4,1,16,Brenda,pix,Rio Grande do Sul,18.4
930.647.215-34,09:34,04/08/2022,Leite,12.3,7,5,Julia,dinheiro,Espírito Santo,86.1
184.279.063-31,12:58,28/08/2022,Óleo,18.4,3,20,Elisa,cartão_debito,Bahia,55.2
871.204.365-62,18:28,01/08/2022,Arroz,21.7,4,19,Elisa,dinheiro,São Paulo,86.8
158.392.064-15,10:38,23/08/2022,Açúcar,25.5,10,6,Elisa,dinheiro,Rio de Janeiro,255.0
645.238.179-28,18:30,17/08/2022,Açúcar,25.5,1,7,Evelyn,cartão_credito,Espírito Santo,25.5
730.456.129-70,12:39,04/08/2022,Açúcar,25.5,10,21,Evelyn,dinheiro,Rio Grande do Sul,255.0
043.967.128-04,19:15,06/08/2022,Carne,37.0,2,4,Evelyn,pix,Rio Grande do Sul,74.0
602.941.375-99,13:30,07/08/2022,Macarrão,22.6,1,1,Cecília,pix,Bahia,22.6
538.246.190-24,21:54,16/08/2022,Óleo,18.4,2,20,Cecília,cartão_credito,São Paulo,36.8
759.243.068-10,14:48,13/08/2022,Açúcar,25.5,2,11,Pietra,cartão_debito,Minas Gerais,51.0
291.375.680-86,21:01,08/08/2022,Carne,37.0,5,7,Julia,pix,São Paulo,185.0
812.074.953-79,10:23,17/08/2022,Açúcar,25.5,7,9,Julia,cartão_credito,São Paulo,178.5
237.145.860-08,09:52,24/08/2022,Feijão,15.5,4,2,Pietra,pix,Bahia,62.0
962.845.173-19,17:26,05/08/2022,Carne,37.0,3,19,Brenda,cartão_debito,Minas Gerais,111.0
247.651.083-17,13:07,12/08/2022,Carne,37.0,4,2,Pietra,cartão_debito,São Paulo,148.0
425.917.803-23,10:45,08/08/2022,Açúcar,25.5,10,21,Elisa,dinheiro,Bahia,255.0
784.509.263-00,19:17,24/08/2022,Açúcar,25.5,4,7,Julia,cartão_credito,Bahia,102.0
645.238.179-28,10:52,04/08/2022,Arroz,21.7,9,8,Pietra,pix,Espírito Santo,195.3
457.160.893-48,13:05,16/08/2022,Carne,37.0,3,1,Evelyn,cartão_debito,Bahia,111.0
261.085.973-21,19:21,28/08/2022,Açúcar,25.5,7,1,Elisa,cartão_debito,Rio de Janeiro,178.5
543.167.802-71,16:42,07/08/2022,Açúcar,25.5,1,18,Pietra,dinheiro,Rio Grande do Sul,25.5
523.784.106-62,19:03,11/08/2022,Feijão,15.5,6,5,Evelyn,pix,Minas Gerais,93.0
621.708.943-22,10:37,15/08/2022,Óleo,18.4,8,9,Elisa,cartão_debito,Rio de Janeiro,147.2
865.402.973-00,15:23,19/08/2022,Óleo,18.4,10,1,Elisa,cartão_credito,Bahia,184.0
028.197.563-95,14:04,12/08/2022,Macarrão,22.6,1,2,Evelyn,pix,Espírito Santo,22.6
091.854.763-66,08:56,20/08/2022,Arroz,21.7,8,17,Brenda,cartão_credito,Minas Gerais,173.6
576.420.183-71,20:21,03/08/2022,Macarrão,22.6,2,2,Brenda,cartão_debito,Rio de Janeiro,45.2
067.815.243-80,11:16,19/08/2022,Arroz,21.7,9,16,Cecília,cartão_credito,São Paulo,195.3
123.740.596-34,14:44,14/08/2022,Açúcar,25.5,2,5,Evelyn,cartão_debito,Bahia,51.0
853.910.724-41,19:40,10/08/2022,Arroz,21.7,6,7,Brenda,cartão_debito,Bahia,130.2
310.874.529-88,19:38,05/08/2022,Carne,37.0,6,15,Cecília,cartão_credito,Espírito Santo,222.0
872.091.534-97,12:02,06/08/2022,Carne,37.0,3,21,Evelyn,dinheiro,Bahia,111.0
291.375.680-86,13:25,02/08/2022,Feijão,15.5,10,18,Brenda,dinheiro,Bahia,155.0
237.145.860-08,08:46,08/08/2022,Arroz,21.7,9,14,Evelyn,cartão_debito,Bahia,195.3
842.031.579-60,16:44,01/08/2022,Arroz,21.7,5,12,Pietra,dinheiro,Rio de Janeiro,108.5
091.854.763-66,10:09,17/08/2022,Açúcar,25.5,4,6,Cecília,cartão_credito,Minas Gerais,102.0
416.293.870-96,14:31,24/08/2022,Carne,37.0,5,5,Pietra,cartão_credito,Bahia,185.0
316.508.942-60,19:25,22/08/2022,Açúcar,25.5,5,8,Evelyn,pix,Minas Gerais,127.5
351.809.762-86,09:08,23/08/2022,Macarrão,22.6,9,12,Elisa,pix,Minas Gerais,203.4
032.495.671-16,17:54,27/08/2022,Carne,37.0,5,1,Brenda,dinheiro,Minas Gerais,185.0
671.984.035-57,10:41,18/08/2022,Óleo,18.4,5,9,Brenda,cartão_credito,São Paulo,92.0
164.298.053-60,08:20,10/08/2022,Açúcar,25.5,7,2,Brenda,cartão_debito,Rio Grande do Sul,178.5
416.293.870-96,10:30,18/08/2022,Açúcar,25.5,1,5,Brenda,cartão_debito,Rio Grande do Sul,25.5
369.057.284-38,16:44,16/08/2022,Carne,37.0,8,19,Brenda,cartão_credito,Minas Gerais,296.0
192.468.375-09,08:43,23/08/2022,Açúcar,25.5,7,1,Cecília,cartão_credito,Bahia,178.5
471.930.256-43,15:13,16/08/2022,Feijão,15.5,6,20,Cecília,dinheiro,Rio Grande do Sul,93.0
108.597.462-67,08:16,27/08/2022,Leite,12.3,5,8,Julia,cartão_debito,Minas Gerais,61.5
865.402.973-00,18:27,25/08/2022,Arroz,21.7,8,5,Pietra,cartão_debito,Minas Gerais,173.6
306.724.815-53,20:48,01/08/2022,Óleo,18.4,10,12,Elisa,dinheiro,Bahia,184.0
218.790.643-40,21:07,03/08/2022,Açúcar,25.5,1,7,Pietra,cartão_debito,Rio de Janeiro,25.5
507.328.694-47,21:07,16/08/2022,Açúcar,25.5,4,17,Elisa,cartão_credito,Bahia,102.0
623.910.478-78,20:27,15/08/2022,Óleo,18.4,6,15,Pietra,pix,Rio de Janeiro,110.4
459.213.608-05,18:33,12/08/2022,Carne,37.0,5,10,Elisa,cartão_debito,São Paulo,185.0
450.391.678-57,08:04,13/08/2022,Açúcar,25.5,3,14,Cecília,dinheiro,Rio Grande do Sul,76.5
857.123.064-17,08:09,25/08/2022,Arroz,21.7,5,17,Cecília,cartão_debito,Rio Grande do Sul,108.5
276.058.419-49,19:34,01/08/2022,Óleo,18.4,1,17,Julia,cartão_debito,São Paulo,18.4
965.073.418-00,21:49,15/08/2022,Macarrão,22.6,10,1,Julia,dinheiro,Rio de Janeiro,226.0
849.075.213-32,19:21,27/08/2022,Carne,37.0,6,13,Pietra,cartão_debito,Rio de Janeiro,222.0
459.817.026-30,14:50,08/08/2022,Feijão,15.5,10,13,Elisa,dinheiro,Rio de Janeiro,155.0
820.379.541-23,20:40,27/08/2022,Açúcar,25.5,3,17,Evelyn,pix,Rio de Janeiro,76.5
852.460.173-62,11:34,11/08/2022,Feijão,15.5,9,3,Evelyn,dinheiro,Minas Gerais,139.5
809.376.214-04,12:15,25/08/2022,Arroz,21.7,1,9,Cecília,dinheiro,Espírito Santo,21.7
730.456.129-70,19:49,23/08/2022,Açúcar,25.5,6,18,Brenda,pix,Minas Gerais,153.0
671.984.035-57,16:04,27/08/2022,Feijão,15.5,5,8,Elisa,pix,Rio de Janeiro,77.5
396.417.250-25,10:45,03/08/2022,Açúcar,25.5,9,6,Elisa,dinheiro,Bahia,229.5
170.534.682-08,17:44,20/08/2022,Óleo,18.4,10,17,Evelyn,cartão_debito,Bahia,184.0
850.961.234-05,18:11,12/08/2022,Açúcar,25.5,5,1,Brenda,cartão_debito,Minas Gerais,127.5
407.516.839-57,09:17,20/08/2022,Carne,37.0,1,10,Pietra,dinheiro,Bahia,37.0
873.092.145-79,08:37,30/08/2022,Carne,37.0,7,9,Brenda,pix,São Paulo,259.0
143.570.926-80,18:07,02/08/2022,Leite,12.3,3,7,Julia,cartão_debito,Rio Grande do Sul,36.9
837.912.405-79,15:50,22/08/2022,Arroz,21.7,2,1,Brenda,pix,Rio de Janeiro,43.4
623.910.478-78,21:46,09/08/2022,Óleo,18.4,6,15,Brenda,pix,Bahia,110.4
710.824.635-07,13:38,11/08/2022,Feijão,15.5,6,16,Elisa,pix,Bahia,93.0
102.674.589-67,22:26,23/08/2022,Óleo,18.4,5,10,Cecília,cartão_debito,Minas Gerais,92.0
314.572.608-08,18:25,21/08/2022,Açúcar,25.5,3,8,Julia,cartão_debito,São Paulo,76.5
803.671.942-87,19:15,14/08/2022,Açúcar,25.5,4,10,Julia,pix,Rio Grande do Sul,102.0
381.905.264-05,15:18,07/08/2022,Leite,12.3,4,18,Julia,cartão_credito,São Paulo,49.2
856.032.147-08,08:40,04/08/2022,Óleo,18.4,8,16,Evelyn,cartão_debito,Rio Grande do Sul,147.2
532.471.968-46,10:54,27/08/2022,Leite,12.3,5,17,Evelyn,dinheiro,São Paulo,61.5
860.253.971-12,21:14,06/08/2022,Feijão,15.5,1,2,Brenda,dinheiro,Bahia,15.5
164.397.850-01,21:50,07/08/2022,Açúcar,25.5,3,20,Evelyn,dinheiro,Rio Grande do Sul,76.5
820.149.653-15,20:09,01/08/2022,Óleo,18.4,7,13,Brenda,pix,Rio de Janeiro,128.8
795.610.324-06,14:46,19/08/2022,Açúcar,25.5,7,18,Evelyn,pix,Rio Grande do Sul,178.5
645.021.897-58,21:32,05/08/2022,Feijão,15.5,4,8,Evelyn,cartão_credito,Rio de Janeiro,62.0
367.450.192-99,08:26,26/08/2022,Açúcar,25.5,6,20,Pietra,cartão_debito,Minas Gerais,153.0
897.104.253-23,11:54,23/08/2022,Macarrão,22.6,1,21,Brenda,pix,Minas Gerais,22.6
852.460.173-62,13:42,05/08/2022,Óleo,18.4,9,12,Evelyn,cartão_credito,Rio de Janeiro,165.6
170.534.682-08,22:22,10/08/2022,Leite,12.3,7,21,Cecília,cartão_debito,Bahia,86.1
843.627.159-91,13:35,27/08/2022,Carne,37.0,7,1,Pietra,cartão_credito,São Paulo,259.0
970.824.135-05,11:41,20/08/2022,Carne,37.0,1,5,Pietra,pix,Minas Gerais,37.0
602.159.748-67,21:31,11/08/2022,Óleo,18.4,10,7,Evelyn,dinheiro,Rio Grande do Sul,184.0
602.941.375-99,10:17,16/08/2022,Arroz,21.7,7,14,Julia,dinheiro,Rio Grande do Sul,151.9
169.548.703-66,15:22,16/08/2022,Açúcar,25.5,2,20,Pietra,cartão_debito,São Paulo,51.0
230.187.549-05,10:12,27/08/2022,Óleo,18.4,6,8,Cecília,cartão_credito,Rio de Janeiro,110.4
269.104.578-11,19:28,12/08/2022,Arroz,21.7,8,5,Cecília,pix,Bahia,173.6
309.642.875-10,10:57,28/08/2022,Feijão,15.5,10,19,Pietra,dinheiro,Minas Gerais,155.0
693.851.027-02,20:58,07/08/2022,Açúcar,25.5,5,21,Evelyn,dinheiro,Espírito Santo,127.5
510.679.284-30,14:18,24/08/2022,Leite,12.3,8,1,Brenda,pix,Bahia,98.4
194.068.752-76,21:58,26/08/2022,Arroz,21.7,2,7,Elisa,pix,São Paulo,43.4
240.815.369-70,15:43,12/08/2022,Feijão,15.5,5,4,Brenda,dinheiro,Minas Gerais,77.5
052.968.347-47,10:53,21/08/2022,Arroz,21.7,10,4,Pietra,pix,Rio Grande do Sul,217.0
036.215.748-08,17:29,22/08/2022,Óleo,18.4,10,8,Cecília,cartão_credito,Minas Gerais,184.0
803.671.942-87,09:22,02/08/2022,Feijão,15.5,2,11,Elisa,dinheiro,Espírito Santo,31.0
031.246.895-42,19:38,04/08/2022,Carne,37.0,2,16,Cecília,dinheiro,Espírito Santo,74.0
291.375.680-86,11:03,24/08/2022,Carne,37.0,2,12,Elisa,cartão_debito,São Paulo,74.0
948.031.257-32,18:05,27/08/2022,Carne,37.0,9,6,Evelyn,cartão_credito,Minas Gerais,333.0
102.754.896-20,20:12,21/08/2022,Macarrão,22.6,9,7,Cecília,cartão_credito,Espírito Santo,203.4
890.453.627-83,22:18,23/08/2022,Carne,37.0,10,12,Brenda,dinheiro,Espírito Santo,370.0
671.984.035-57,18:16,08/08/2022,Carne,37.0,9,17,Julia,pix,São Paulo,333.0
981.205.647-58,21:53,06/08/2022,Açúcar,25.5,5,11,Elisa,pix,São Paulo,127.5
075.496.231-80,19:51,30/08/2022,Carne,37.0,5,11,Cecília,pix,Espírito Santo,185.0
314.950.268-33,08:18,11/08/2022,Carne,37.0,3,5,Cecília,cartão_debito,Rio de Janeiro,111.0
184.279.063-31,13:59,26/08/2022,Arroz,21.7,7,19,Elisa,pix,Espírito Santo,151.9
684.752.039-65,21:40,06/08/2022,Óleo,18.4,6,5,Evelyn,cartão_debito,São Paulo,110.4
320.791.456-06,17:49,04/08/2022,Arroz,21.7,1,21,Pietra,pix,Minas Gerais,21.7
759.243.180-79,10:08,21/08/2022,Açúcar,25.5,4,17,Brenda,pix,Bahia,102.0
621.708.943-22,10:19,18/08/2022,Leite,12.3,5,1,Julia,cartão_credito,Espírito Santo,61.5
543.167.802-71,11:54,12/08/2022,Macarrão,22.6,1,9,Pietra,cartão_credito,Rio de Janeiro,22.6
784.509.263-00,12:29,13/08/2022,Carne,37.0,9,10,Pietra,dinheiro,Rio de Janeiro,333.0
238.516.407-80,11:53,05/08/2022,Feijão,15.5,1,11,Cecília,dinheiro,Rio de Janeiro,15.5
580.179.243-05,12:11,01/08/2022,Macarrão,22.6,5,17,Elisa,cartão_debito,Minas Gerais,113.0
807.953.164-10,20:14,30/08/2022,Leite,12.3,9,5,Pietra,cartão_credito,Espírito Santo,110.7
935.416.820-51,15:36,28/08/2022,Feijão,15.5,2,6,Pietra,cartão_credito,Espírito Santo,31.0
150.968.472-76,22:45,28/08/2022,Macarrão,22.6,4,10,Brenda,dinheiro,São Paulo,90.4
914.250.386-89,15:32,23/08/2022,Arroz,21.7,3,1,Pietra,cartão_credito,Bahia,65.1
671.534.289-09,12:24,03/08/2022,Carne,37.0,6,9,Julia,cartão_debito,Rio de Janeiro,222.0
514.032.678-71,20:43,16/08/2022,Açúcar,25.5,6,12,Julia,pix,São Paulo,153.0
590.437.128-41,09:52,23/08/2022,Carne,37.0,7,13,Evelyn,pix,Rio Grande do Sul,259.0
715.408.326-35,11:03,01/08/2022,Arroz,21.7,10,4,Evelyn,dinheiro,Espírito Santo,217.0
194.068.752-76,20:04,22/08/2022,Macarrão,22.6,4,21,Elisa,pix,Rio de Janeiro,90.4
365.718.409-01,16:03,23/08/2022,Óleo,18.4,8,20,Elisa,pix,Espírito Santo,147.2
579.103.682-59,20:37,02/08/2022,Macarrão,22.6,9,19,Evelyn,cartão_credito,São Paulo,203.4
548.239.017-97,17:31,20/08/2022,Óleo,18.4,1,11,Evelyn,cartão_debito,Minas Gerais,18.4
250.367.491-70,20:13,13/08/2022,Carne,37.0,8,14,Elisa,pix,Espírito Santo,296.0
743.291.086-31,08:47,04/08/2022,Arroz,21.7,3,21,Pietra,dinheiro,Rio Grande do Sul,65.1
695.012.834-70,18:38,21/08/2022,Arroz,21.7,10,8,Elisa,pix,São Paulo,217.0
342.657.891-37,20:36,28/08/2022,Feijão,15.5,4,2,Evelyn,pix,Espírito Santo,62.0
803.671.942-87,09:06,16/08/2022,Açúcar,25.5,2,1,Julia,dinheiro,Espírito Santo,51.0
283.590.461-15,11:57,22/08/2022,Leite,12.3,9,18,Brenda,cartão_credito,Bahia,110.7
218.790.643-40,09:12,12/08/2022,Carne,37.0,7,15,Elisa,cartão_debito,Rio Grande do Sul,259.0
369.528.041-70,12:46,17/08/2022,Carne,37.0,10,2,Pietra,dinheiro,Rio Grande do Sul,370.0
582.306.497-74,14:52,01/08/2022,Feijão,15.5,6,5,Elisa,cartão_debito,São Paulo,93.0
853.240.619-05,15:53,12/08/2022,Óleo,18.4,7,21,Brenda,cartão_credito,Minas Gerais,128.8
143.570.926-80,11:27,03/08/2022,Carne,37.0,3,11,Evelyn,dinheiro,São Paulo,111.0
645.021.897-58,08:26,24/08/2022,Açúcar,25.5,6,15,Pietra,cartão_credito,Rio de Janeiro,153.0
230.187.549-05,16:07,04/08/2022,Carne,37.0,5,21,Cecília,pix,Espírito Santo,185.0
962.351.780-77,11:40,11/08/2022,Feijão,15.5,2,19,Julia,dinheiro,Bahia,31.0
257.631.980-77,19:26,26/08/2022,Leite,12.3,2,4,Pietra,pix,Rio de Janeiro,24.6
068.213.497-03,19:48,06/08/2022,Carne,37.0,3,1,Cecília,pix,Rio de Janeiro,111.0
143.570.926-80,21:35,10/08/2022,Óleo,18.4,9,8,Elisa,pix,Bahia,165.6
456.398.207-56,17:56,03/08/2022,Leite,12.3,4,19,Julia,cartão_credito,Bahia,49.2
187.546.329-19,11:19,16/08/2022,Arroz,21.7,2,5,Julia,pix,São Paulo,43.4
621.708.943-22,10:20,15/08/2022,Açúcar,25.5,10,15,Pietra,cartão_credito,Espírito Santo,255.0
602.941.375-99,16:18,08/08/2022,Leite,12.3,1,2,Julia,cartão_debito,Minas Gerais,12.3
930.647.215-34,10:24,25/08/2022,Feijão,15.5,5,19,Elisa,pix,Rio de Janeiro,77.5
164.950.372-52,22:48,23/08/2022,Carne,37.0,2,21,Cecília,cartão_credito,Bahia,74.0
714.953.026-52,12:59,10/08/2022,Leite,12.3,1,4,Cecília,cartão_debito,São Paulo,12.3
182.049.763-13,08:08,12/08/2022,Óleo,18.4,5,17,Pietra,pix,Espírito Santo,92.0
